"N°","Institucion","Departamento","Provincia","Distrito","Representante","Sector"
"","","","","","Llosa Barber,  Alfredo Ernesto",""
"820","Fundacion Para La Vida, Vivienda Y Educacion - Fundaved","Puno","San Roman","Juliaca","Noa Fuentes,  Teofilo Apolinar"," Mujer Y Poblaciones Vulnerables/Educacion/"
"821","Fundacion Por La Calidad De Vida De Los Mas Necesitados Chio Lecca","Lima","Lima","San Isidro","Lecca Rivera,  Maria Del Rocio"," Mujer Y Poblaciones Vulnerables/Educacion/"
"822","Fundacion Trujillo Para El Desarrollo Educativo Y Social","La Libertad","Trujillo","Trujillo","Bocanegra Osorio,  Santiago Nestor","Educacion/Otros/"
"823","Funderperu","Cajamarca","Cajamarca","Cajamarca","Neuhauser Fuhistein,  Enrique","Industria/"
"824","Futuro Cajay - Peru","Lima","Lima","Los Olivos","Diaz Sanchez,  Santa Ysabel"," Mujer Y Poblaciones Vulnerables/Educacion/"
"825","Futuro Sostenible","Lima","Lima","Miraflores","Bernales Alvarado,  Antonio Eduardo","PCM/"
"826","Gestion Del Conocimiento Para El Desarrollo - Warmi","La Libertad","Trujillo","Victor Larco Herrera","Zavala Ledesma,  Liliana Adelaida","Agricultura Y Riego/Ambiente/"
"827","Global Humanitaria Peru","Lima","Lima","San Miguel","Balarezo Cerdeña,  Roberto Angel Luis","Mujer y Desarrollo Social/"
"828","God´S Freedom Financial Del Peru Organismo No Gubernamental","Lima","Lima","Jesus Maria","Mascaro Rossi,  Daniel Gustavo","Mujer Y Poblaciones Vulnerables/Agricultura Y Riego/Educacion/Salud/"
"829","Granito De Arena","Lima","Lima","La Molina","Vilchez Gomez,  Olivia Efigenia","Agricultura/Educacion/Produccion/Mujer Y Desarrollo Social/Salud/Otros/"
"830","Grupo De Analisis Para El Desarrollo                                                                                    ","Lima","Lima","Barranco","Diaz Noziglia,  Juan Jose","Agricultura/Energia Y Minas/Pcm/"
"831","Grupo De Apoyo Al Desarrollo Sostenible","Lima","Lima","San Martin De Porres","Dongo Pretel,  Anabel","Ambiente/"
"","","","","","Barriga Morachimo,  Victor Raul Vicente",""
"832","Grupo De Formacion E Intervencion Para El Desarrollo Sostenible","Cajamarca","Cajamarca","Cajamarca","Vasquez Chuquilin,  Mirtha Esther","Educacion/"
"833","Grupo De Iniciativa Nacional Por Los Derechos Del Niño                                                                  ","Lima","Lima","Magdalena Del Mar","Watson Peña,  Ana Maria","Justicia/"
"834","Grupo Ecologico Barbara D'achille Organizacion No Gubernamental","Arequipa","Arequipa","Jose Luis Bustamante Y Rivero","Gutierrez Rodriguez,  Ciro Javier","Agricultura/Educacion/Comercio/Trabajo Y Promocion Social/Pcm/"
"835","Grupo Gea","Lima","Lima","Chorrillos","Terrazos Aguilar,  Ana Georgina","Agricultura/Salud/"
"","","","","","Salvador Alejos,  Marice Milagros",""
"836","Grupo Gestor Kipece","Lima","Lima","Barranco","Effio Caballero,  Enrique Eleazar","Educacion/Mujer Y Desarrollo Social/Salud/"
"837","Grupo Para La Promocion Del Desarrollo De Los Andes","Lima","Lima","Lima","Gomez Hurtado,  Roberto Magno","Agricultura/Educacion/Justicia/"
"838","Grupo Vigencia, Organizacion De Apoyo Social Al Adulto Mayor O.N.G.","Lima","Lima","Santiago De Surco","Villalobos De La Puente,  Jose","Mujer Y Desarrollo Social/"
"839","Hampicamalloc","Lima","Callao","Callao","Jimenez Robles,  Maria Luz","Mujer Y Desarrollo Social/"
"840","Hatun Soncco","Cusco","Cusco","Wanchaq","Rodriguez Macedo,  Sonia Ivonne","Agricultura/Educacion/Produccion/Mujer Y Desarrollo Social/"
"841","Hogar Clinica San Juan De Dios - Iquitos","Loreto","Maynas","San Juan Bautista","Pintado Saavedra,  William","Educacion/Mujer Y Desarrollo Social/Pcm/Otros/"
"","","","","","Quispe Merino,  Americo",""
"","","","","","Escobedo Quispe,  Angel",""
"842","Hogar De Vida","Lima","Lima","Magdalena Del Mar","Leguia Puente,  Humberto Jesus","Mujer Y Desarrollo Social/Salud/"
"843","Horizonte Corporativo","Lima","Lima","San Isidro","Quijandria Fernandez,  Gonzalo","Educacion/Salud/"
"","","","","","Baertl Montori,  Francisco Augusto",""
"844","Huella Verde","Lima","Lima","Villa El Salvador","Muchari Sosa,  Zila Paola","Vivienda, Construcción Y Saneamiento/"
"845","Humanismus Instituto Humanista","La Libertad","Trujillo","Victor Larco Herrera","Meza Prado,  Jorge Enrique"," Mujer Y Poblaciones Vulnerables/"
"846","Ima Simac Ricchary","Cusco","Cusco","Santiago","Pilco Quico,  Maritza Veronica","Industria/Mujer Y Desarrollo Social/Salud/Transportes/Comunicaciones/"
"847","Impacto Cristiano - Ongd","Lambayeque","Chiclayo","Chiclayo","Bernard Pistone,  Paul","Educacion/Mujer Y Desarrollo Social/Salud/"
"848","Impacto Peru","Lima","Lima","San Isidro","Lazo Rios De Hornung,  Alda Mirta","Educacion/Mujer Y Desarrollo Social/Salud/"
"849","Incawasi - I.W.","Cajamarca","Cajamarca","Cajamarca","Matthews Grieco,  Kyra Irina","Educacion/Salud/"
"850","Indoamerica Libre","La Libertad","Trujillo","Trujillo","Quiroz Perez,  Juana Rosa","Agricultura Y Riego/Desarrollo E Inclusión Social/"
"851","Inka Terra Asociacion ","Madre De Dios","Tambopata","Tambopata","Koechlin Von Stein,  Jose Enrique","Agricultura/Comercio Exterior Y Turismo/"
"","","","","","Purisaca Puicon,  Jose Saturnino",""
"852","Inmed Andes","Lima","Lima","Miraflores","Perez Lastra,  Fernando","Educacion/"
"853","Innovaciones Para El Desarrollo Sostenible","Puno","Puno","Puno","Condori Vilca,  Teofilo Meliton","Agricultura/Mujer Y Desarrollo Social/Otros/"
"854","Inpet - Instituto De Promocion Del Desarrollo Solidario","Lima","Lima","San Juan De Lurigancho","Serpa Ricca,  Juan Carlos","Agricultura/Industria/Mujer Y Desarrollo Social/Salud/"
"","","","","","Hasembank Armas,  Rosa Leonor",""
"855","Instituto  Cuanto","Lima","Lima","Magdalena Del Mar","Ventocilla Alor,  Moises","Agricultura/Pcm/"
"856","Instituto Apoyo                                                                                                         ","Lima","Lima","San Isidro","Ortiz De Zevallos Madueño,  Gabriel","Agricultura/Economia Y Finanzas/Pcm/"
"857","Instituto Bartolome De Las Casas - Rimac                                                                                ","Lima","Lima","Lince","Haak Mares De Roeder,  Hermina Alicia","Educacion/Justicia/Trabajo Y Promocion Social/"
"858","Instituto Calidad De Vida Familias Y Maestros Saludables","Lima","Lima","San Juan De Miraflores","Pjuelo Chavez,  Nancy","Educacion/Mujer Y Desarrollo Social/Trabajo Y Promocion Social/"
"859","Instituto Damos Vision","Lima","Lima","Jesus Maria","Gordillo Robles,  Luz Josefina","Salud/"
"860","Instituto De Animacion Campesina Luis Vallejos Santoni","Cusco","Cusco","San Sebastian","Galiano De Cahuana,  Elena","Agricultura/Industria/Salud/"
"861","Instituto De Apoyo Al Manejo Del Agua De Riego - Costa Norte                 ","Lambayeque","Chiclayo","Chiclayo","Solorzano Gonzales,  Jose Arturo","Agricultura/Trabajo Y Promocion Social/Ambiente/"
"862","Instituto De Apoyo Social Y Desarrollo Rural Sostenible Del Peru","Apurimac","Andahuaylas","Andahuaylas","Tuñoque Baldera,  Juan Alberto","Agricultura/Educacion/"
"863","Instituto De Apoyo Social Y Promocion Del Desarrollo Humano Vidas Mejores","Junín","Huancayo","Huancayo","Correa Chirinos De Espinoza,  Julissa","Agricultura/Educacion/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Otros/"
"864","Instituto De Apoyo Y Desarrollo Social Blansal","Arequipa","Arequipa","Cayma","Claus Nack,  Volker","Agricultura/Educacion/Comercio/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Otros/"
"865","Instituto De Asesoria Y Capacitacion Para El Desarrollo Sostenible","Ancash","Santa","Nuevo Chimbote","Hernandez Terrones,  Tito Arnaldo"," Cultura/Ambiente/Educacion/"
"866","Instituto De Conservacion Ambiental Y Desarrollo Humano Sostenible Peru","Lima","Lima","Lima","Alania Parra,  Edgardo","Ambiente/"
"867","Instituto De Conservacion Del Patrimonio Construido","La Libertad","Trujillo","Trujillo","Gutierrez Jave,  Belsy Liliana","Cultura/"
"868","Instituto De Cultivos Tropicales","San Martín","San Martin","La Banda De Shilcayo","Arevalo Gardini,  Enrique","Agricultura/"
"","","","","","Zavaleta Riccer,  Carlos Francisco",""
"869","Instituto De Cultura Y Politica","Lima","Lima","San Isidro","Bellido Sanchez,  Hector Jose"," Mujer Y Poblaciones Vulnerables/"
"870","Instituto De Defensa De Desarrollo Economico Y Derechos Humanos","Lima","Lima","Lima","Toledo Gutierrez,  Miro","Educacion/Transportes Y Comunicaciones/"
"871","Instituto De Defensa Legal","Lima","Lima","San Isidro","Rivera Paz,  Carlos Martin","Educacion/Justicia/Trabajo Y Promocion Social/Pcm/"
"872","Instituto De Desarrollo  Agroecologico","Apurimac","Abancay","Abancay","Gil Pereyra,  Fabio","Agricultura/"
"873","Instituto De Desarrollo Agroindustrial, Social, Economico Y Ambiental De Selva Central","Junín","Chanchamayo","Perene","Montero Rojas,  Ivan Carlos","Agricultura/Mujer Y Desarrollo Social/Trabajo Y Promocion Social/Vivienda Y Construccion/Otros/"
"874","Instituto De Desarrollo Agropecuario Y Servicios Asistenciales","Huánuco","Huanuco","Huanuco","Aponte Ortiz,  Felipe","Agricultura/"
"875","Instituto De Desarrollo Ambiental Y Social","Lambayeque","Chiclayo","Jose Leonardo Ortiz","Mio Amaya,  Hipolito","Educacion/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/"
"876","Instituto De Desarrollo Comunal Urbano Marginal","Junín","Huancayo","El Tambo","Heredia Perez,  Humberto Arturo","Agricultura/ Cultura/Presidencia Del Consejo De Ministros/"
"877","Instituto De Desarrollo De La Pequeña Y Micro Empresa De La Region Grau","Piura","Piura","Piura","Alzamora Leon,  Julio Cesar","Industria/"
"878","Instituto De Desarrollo Del Sector Informal De Huanuco","Huánuco","Huanuco","Huanuco","Hidalgo Palomino,  Gladis Alicia","Industria/Comercio/"
"","","","","","Cornejo Y Maldonado,  Antonio",""
"","","","","","",""
"","","","","","Bustamante Hidalgo,  Carlo Javier",""
"879","Instituto De Desarrollo Del Sector Informal De La Region Arequipa","Arequipa","Arequipa","Arequipa","Pacheco Santos,  Bernabe Felix","Industria/"
"","","","","","Arias Lizares,  Miguel Angel",""
"880","Instituto De Desarrollo Del Sector Informal De Lambayeque","Lambayeque","Chiclayo","Chiclayo","Raunelli Sander,  Juan Manuel","Agricultura/"
"","","","","","Guzman Ballena,  Segundo Guillermo",""
"881","Instituto De Desarrollo Del Sector Informal Para La Libertad       ","La Libertad","Trujillo","Trujillo","Santa Maria Calderon,  Luis Hermogenes","Industria/"
"882","Instituto De Desarrollo E Investigacion Rural                                                                           ","Apurimac","Abancay","Abancay","Loayza Galindo,  Javier Fulgencio","Agricultura/Salud/Comunicaciones/Pcm/"
"883","Instituto De Desarrollo Economico Ambiental Y Social ""Sin Limites""","Amazonas","Bagua","Bagua","Castañeda Arbildo,  Mario Arthur"," Mujer Y Poblaciones Vulnerables/Agricultura Y Riego/Ambiente/Vivienda, Construcción Y Saneamiento/"
"884","Instituto De Desarrollo Economico Empresarial Social Y Agroindustrial","Lima","Lima","San Juan De Lurigancho","Lora Rivera,  Claudio","Agricultura/"
"885","Instituto De Desarrollo Educativo Y Social Markayachay","Huánuco","Huanuco","Amarilis","Trejo Lugo,  Kil Jose","Educacion/Comercio/Mujer Y Desarrollo Social/"
"886","Instituto De Desarrollo Empresarial Y Academico","Ancash","Huaraz","Huaraz","Moreno Vergara,  Hugo Richard","Educacion/"
"887","Instituto De Desarrollo Etico De America ","Lima","Lima","Miraflores","Noriega Salaverry,  Ricardo Manuel German","Agricultura/Salud/ Mujer Y Poblaciones Vulnerables/"
"888","Instituto De Desarrollo Humano Seguir Creciendo - Ong","Moquegua","Mariscal Nieto","Moquegua","Anco Santos,  Katherine Raquel"," Cultura/Educacion/"
"889","Instituto De Desarrollo Local Huancayo                                                                                           ","Junín","Huancayo","El Tambo","Miguel Antonio Ponce Gonzales,  ","Mujer Y Desarrollo Social/"
"890","Instituto De Desarrollo Multidisciplinario Para La Amazonia","San Martín","San Martin","La Banda De Shilcayo","Flores Garcia,  Luis Fernando","Ambiente/Educacion/Salud/"
"891","Instituto De Desarrollo Multisectorial Los Andes","Pasco","Pasco","Yanacancha","Ramirez Minaya,  Elias Tito","Educacion/Mujer Y Desarrollo Social/"
"892","Instituto De Desarrollo Para La Inclusion Social Purisunchis","Cusco","Cusco","San Sebastian","Palomino Quispe,  Celso","Agricultura/Educacion/Mujer Y Desarrollo Social/Salud/"
"893","Instituto de Desarrollo Regional Cesar Vallejo                                                                          ","La Libertad","Trujillo","Trujillo","Paredes Leon,  Jorge Enrique","Agricultura/Salud/Trabajo Y Promocion Social/"
"894","Instituto de Desarrollo Rural - JULI","Puno","Chucuito","Juli","Zapana Quispe,  Nicolas","Educacion/Mujer Y Desarrollo Social/Desarrollo E Inclusión Social/"
"895","Instituto de Desarrollo Rural Sostenible","Huánuco","Huanuco","Amarilis","Cordero Ramirez,  Herbert Estanislao","Agricultura/Industria/Turismo/Vivienda y Construcción/Otros/"
"896","Instituto de Desarrollo Sudamericano","Ucayali","Coronel Portillo","Calleria","Constant De Montreuil,  Remigio Quevedo","Agricultura/"
"897","Instituto de Desarrollo Urbano","Lima","Lima","Jesus Maria","Valdeavellano Roca Rey,  Rocio Emma","Trabajo Y Promocion Social/Vivienda Y Construccion/"
"898","Instituto de Desarrollo Y Estudios Deportivos Zuñiga","Lima","Lima","La Victoria","Diaz Aguinaga,  Hugo Francisco","Educacion/Mujer Y Desarrollo Social/"
"899","Instituto de Desarrollo Y Medio Ambiente                                                                                ","Lima","Lima","Surquillo","Vaccari Chavez,  Juan Alberto","Agricultura/Educación/"
"900","Instituto de Desarrollo y Promoción de la Industria de las Confecciones Textiles y Calzado de Ucayali - IDP","Ucayali","Coronel Portillo","Calleria","Torres Tristan,  Raul Hilario","Industria/Trabajo y Promocion Social/"
"901","Instituto de Desarrollo, Investigacion Y Progreso - Ong´D","Huancavelica","Huancavelica","Pilchaca","Camac Silva,  Nelson Hernan","Mujer y Poblaciones Vulnerables/Agricultura y Riego/Ambiente/Educacion/"
"902","Instituto de Educacion Rural (Ier - JULI)","Puno","Chucuito","Juli","Ortega Trinidad,  Jose Maria","Mujer y Desarrollo Social/"
"903","Instituto de Educación y Salud                                                                                          ","Lima","Lima","Jesus Maria","Hidalgo Henriquez,  Catalina  Narda","Educacion/Mujer Y Desarrollo Social/Salud/Otros/"
"904","Instituto de Estudios Andinos Democracia y Justicia","Junín","Tarma","Tarma","Fernandez Arroyo,  Jose Tomas","Agricultura/Educación/Justicia/Salud/Otros/"
"905","Instituto de Estudios en Salud, Sexualidad y Desarrollo Humano","Lima","Lima","Miraflores","Caceres Palacios,  Carlos Fernando","Salud/"
"906","Instituto de Estudios Peruanos                                                                                          ","Lima","Lima","Jesus Maria","Cuenca Pareja,  Ricardo David","Economia Y Finanzas/PCM/"
"907","Instituto de Estudios por la Infancia y La Familia","Lima","Lima","Pueblo Libre","Alvarado De La Fuente,  Jose Alejandro","Educacion/Mujer Y Desarrollo Social/"
"908","Instituto de Fomento de Una Educación de Calidad                                                                        ","Lima","Lima","Magdalena Del Mar","Lopez Prieto,  Wilian Alejandro","Salud/Trabajo y Promocion Social/Pcm/"
"909","Instituto de Fomento Tecnológico y Cooperación Rural Andino","Puno","Puno","Puno","Velasquez Medrano,  Graciela","Mujer y Desarrollo Social/Otros/"
"910","Instituto de Formación Agropecuaria, Agroindustrial, Artesanal y Cultural","Puno","Puno","Puno","Chayña Ramirez,  Rosaura Margarita","Agricultura/"
"911","Instituto de Formación de Adolescentes y Niños Trabajadores Nagayama Norio (INFANT)","Lima","Lima","San Juan De Miraflores","Cussianovich Villaran,  Alejandro","Mujer y Desarrollo Social/"
"912","Instituto de Formación de Educadores de Jovenes, Adolescentes y Niños Trabajadores para América Latina y el Caribe ""Monseñor German Schmitz""","Lima","Lima","Lince","Figueroa Sempertegui,  Santos Elvira","Mujer y Poblaciones Vulnerables/Educación/"
"913","Instituto de Formación Social, Comunicación y Juventud","Moquegua","Mariscal Nieto","Torata","Lopez Jorge,  Angela Benita","Mujer y Poblaciones Vulnerables/Educación/"
"914","Instituto de Gestión de Cuencas Hidrográficas","Piura","Piura","Piura","Saguma Acha,  Vladimir","Agricultura/Comercio/Trabajo y Promoción Social/Otros/"
"915","Instituto de Integración y Desarrollo Social","Huánuco","Huanuco","Huanuco","Peña Bernal,  Alverto","Educacion/"
"916","Instituto de Investigación Gubernamental por el Desarrollo Humano y Económico - IDHE","Ayacucho","Huamanga","Ayacucho","Avilez Gutierrez,  Alexi","Agricultura/Educacion/Turismo/Mujer Y Desarrollo Social/Salud/Vivienda Y Construccion/Pcm/"
"917","Instituto de Investigación Nutricional                                                                                  ","Lima","Lima","La Molina","Bravo Sheen,  David Enrique","Educacion/Salud/PCM/Otros/"
"","","","","","Alfaro Roman,  Antonio Rolando",""
"918","Instituto de Investigación para el Desarrollo de Pueblos Andinos","Junín","Huancayo","Chilca","Rivera Rondon,  Francisco","Educacion/Mujer y Desarrollo Social/Salud/"
"919","Instituto de Investigación para el Desarrollo Integral-Mundo Cristiano ONGD","Lima","Lima","Lima","Atencia Gallardo,  Guillermo","Agricultura/Mujer y Desarrollo Social/"
"920","Instituto de Investigación para el Desarrollo Rural Agroindustrial y Medio Ambiente","Puno","Puno","Puno","Quispe Flores,  Roxana Delfina","Agricultura/Educacion/Comercio/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Vivienda Y Construccion/"
